"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","richFactor","FoldEnrichment"
"GO:0045639","positive regulation of myeloid cell differentiation","4/33","123/21066",3.97216932777326e-05,0.00334745542440528,0.00217424005309694,"GATA1/KLF10/TAL1/RUNX1",4,0.032520325203252,20.759793052476
"GO:0051101","regulation of DNA binding","4/33","134/21066",5.55057088641789e-05,0.00395798400900722,0.00257079072634092,"GATA1/IRF4/PAX6/TFAP4",4,0.0298507462686567,19.055630936228
"GO:2000736","regulation of stem cell differentiation","4/33","134/21066",5.55057088641789e-05,0.00395798400900722,0.00257079072634092,"GATA1/MYB/TAL1/RUNX1",4,0.0298507462686567,19.055630936228
"GO:0048568","embryonic organ development","6/33","451/21066",6.31565936711369e-05,0.00414155882496727,0.00269002628499549,"GATA1/GLI1/PRRX1/TAL1/EPAS1/ID2",6,0.0133037694013304,8.49264261237654
"GO:0048863","stem cell differentiation","5/33","281/21066",7.12253226389674e-05,0.00414155882496727,0.00269002628499549,"GATA1/MYB/TAL1/RUNX1/SNAI2",5,0.0177935943060498,11.3587835651893
"GO:0030218","erythrocyte differentiation","4/33","143/21066",7.14832159649151e-05,0.00414155882496727,0.00269002628499549,"GATA1/KLF1/TAL1/EPAS1",4,0.027972027972028,17.8563254926891
"GO:0034101","erythrocyte homeostasis","4/33","150/21066",8.60482911665108e-05,0.00469216270066797,0.00304765464688818,"GATA1/KLF1/TAL1/EPAS1",4,0.0266666666666667,17.0230303030303
"GO:0045637","regulation of myeloid cell differentiation","5/33","299/21066",9.54366110717362e-05,0.00491498547019441,0.00319238254579141,"GATA1/NFE2/KLF10/TAL1/RUNX1",5,0.0167224080267559,10.6749771967163
"GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","3/33","62/21066",0.000124366528191615,0.00606777745440142,0.00394114427288663,"MYB/IRF4/RUNX1",3,0.0483870967741935,30.8885630498534
"GO:0002262","myeloid cell homeostasis","4/33","174/21066",0.000152592142884728,0.00707264582270712,0.0045938266173718,"GATA1/KLF1/TAL1/EPAS1",4,0.0229885057471264,14.675026123302
"GO:1902105","regulation of leukocyte differentiation","5/33","341/21066",0.000176470072929958,0.00762084633830343,0.00494989394823092,"MYB/IRF4/KLF10/TAL1/RUNX1",5,0.0146627565982405,9.36017062116769
"GO:0032663","regulation of interleukin-2 production","3/33","71/21066",0.000186151984452027,0.00762084633830343,0.00494989394823092,"IRF4/NR1H4/RUNX1",3,0.0422535211267606,26.9731113956466
"GO:0002244","hematopoietic progenitor cell differentiation","4/33","184/21066",0.000189082487358122,0.00762084633830343,0.00494989394823092,"GATA1/MYB/TAL1/RUNX1",4,0.0217391304347826,13.8774703557312
"GO:0032623","interleukin-2 production","3/33","73/21066",0.000202138822805745,0.00780761203087191,0.00507120204582835,"IRF4/NR1H4/RUNX1",3,0.0410958904109589,26.2341220423412
"GO:0097028","dendritic cell differentiation","3/33","81/21066",0.00027493759150302,0.0101639927143373,0.00660171899460732,"GATA1/IRF4/BATF3",3,0.037037037037037,23.6430976430976
"GO:0046637","regulation of alpha-beta T cell differentiation","3/33","82/21066",0.000285074229312589,0.0101639927143373,0.00660171899460732,"MYB/IRF4/RUNX1",3,0.0365853658536585,23.3547671840355
"GO:0045652","regulation of megakaryocyte differentiation","3/33","85/21066",0.000316925165336686,0.0108810973432262,0.00706749296579276,"GATA1/NFE2/RUNX1",3,0.0352941176470588,22.5304812834225
"GO:0043367","CD4-positive, alpha-beta T cell differentiation","3/33","92/21066",0.000399956240825126,0.0132414084016033,0.00860056277263052,"MYB/IRF4/RUNX1",3,0.0326086956521739,20.8162055335968
"GO:0060216","definitive hemopoiesis","2/33","20/21066",0.000444228146760175,0.0141999824843684,0.00922317604162687,"GATA1/TAL1",2,0.1,63.8363636363636
"GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","3/33","99/21066",0.000495832391249884,0.0153212208896214,0.00995144308052398,"MYB/IRF4/RUNX1",3,0.0303030303030303,19.3443526170799
"GO:0001503","ossification","5/33","435/21066",0.00054043928507351,0.0156734773022413,0.010180240750448,"GATA1/GLI1/KLF10/RUNX1/SNAI2",5,0.0114942528735632,7.33751306165099
"GO:0021510","spinal cord development","3/33","102/21066",0.000541047760163668,0.0156734773022413,0.010180240750448,"PAX6/TAL1/SOX1",3,0.0294117647058824,18.7754010695187
"GO:0033002","muscle cell proliferation","4/33","248/21066",0.00058654660589382,0.0164766273837446,0.0107019029847294,"GLI1/MYB/RUNX1/ID2",4,0.0161290322580645,10.2961876832845
"GO:0035162","embryonic hemopoiesis","2/33","24/21066",0.000642775360760057,0.0172431229659505,0.0111997573798032,"GATA1/TAL1",2,0.0833333333333333,53.1969696969697
"GO:0061448","connective tissue development","4/33","255/21066",0.000651034847689609,0.0172431229659505,0.0111997573798032,"PRRX1/NR1H4/RUNX1/SNAI2",4,0.0156862745098039,10.0135472370766
"GO:0030220","platelet formation","2/33","26/21066",0.000755409702472876,0.0189260755187123,0.0122928691270124,"GATA1/TAL1",2,0.0769230769230769,49.1048951048951
"GO:0043011","myeloid dendritic cell differentiation","2/33","26/21066",0.000755409702472876,0.0189260755187123,0.0122928691270124,"IRF4/BATF3",2,0.0769230769230769,49.1048951048951
"GO:1903131","mononuclear cell differentiation","5/33","477/21066",0.000819405281235992,0.0199891762027833,0.0129833745392517,"GATA1/MYB/IRF4/RUNX1/BATF3",5,0.010482180293501,6.69144272917858
"GO:0032967","positive regulation of collagen biosynthetic process","2/33","28/21066",0.00087688008481895,0.0203216959656792,0.0131993528556958,"MYB/RUNX1",2,0.0714285714285714,45.5974025974026
"GO:0036344","platelet morphogenesis","2/33","28/21066",0.00087688008481895,0.0203216959656792,0.0131993528556958,"GATA1/TAL1",2,0.0714285714285714,45.5974025974026
"GO:0046632","alpha-beta T cell differentiation","3/33","122/21066",0.00091073527744059,0.0205915024923763,0.0133745976558669,"MYB/IRF4/RUNX1",3,0.0245901639344262,15.6974664679583
"GO:0010714","positive regulation of collagen metabolic process","2/33","29/21066",0.000940912204080207,0.0207672765043417,0.013488766434433,"MYB/RUNX1",2,0.0689655172413793,44.025078369906
"GO:0048872","homeostasis of number of cells","4/33","284/21066",0.000972570068663932,0.0209668012477085,0.0136183617937765,"GATA1/KLF1/TAL1/EPAS1",4,0.0140845070422535,8.9910371318822
"GO:0032743","positive regulation of interleukin-2 production","2/33","31/21066",0.00107553724939095,0.0226596143223958,0.0147178781495604,"IRF4/RUNX1",2,0.0645161290322581,41.1847507331378
"GO:0035710","CD4-positive, alpha-beta T cell activation","3/33","132/21066",0.00114349076862021,0.0230967490761545,0.0150018060200538,"MYB/IRF4/RUNX1",3,0.0227272727272727,14.5082644628099
"GO:0048821","erythrocyte development","2/33","32/21066",0.00114611699838523,0.0230967490761545,0.0150018060200538,"GATA1/TAL1",2,0.0625,39.8977272727273
"GO:0001773","myeloid dendritic cell activation","2/33","35/21066",0.00137084638630122,0.0264744708354422,0.0171957046702696,"IRF4/BATF3",2,0.0571428571428571,36.4779220779221
"GO:0045880","positive regulation of smoothened signaling pathway","2/33","35/21066",0.00137084638630122,0.0264744708354422,0.0171957046702696,"GLI1/PRRX1",2,0.0571428571428571,36.4779220779221
"GO:2000810","regulation of bicellular tight junction assembly","2/33","36/21066",0.00145006443275296,0.0274328516155508,0.017818192385278,"RUNX1/SNAI2",2,0.0555555555555556,35.4646464646465
"GO:0002761","regulation of myeloid leukocyte differentiation","3/33","145/21066",0.00149797671426343,0.0277724882824439,0.0180387932749196,"KLF10/TAL1/RUNX1",3,0.0206896551724138,13.2075235109718
"GO:0046634","regulation of alpha-beta T cell activation","3/33","156/21066",0.00184644429378005,0.0334820611961312,0.0217472764482905,"MYB/IRF4/RUNX1",3,0.0192307692307692,12.2762237762238
"GO:0045648","positive regulation of erythrocyte differentiation","2/33","41/21066",0.00187817387507963,0.0334820611961312,0.0217472764482905,"GATA1/TAL1",2,0.0487804878048781,31.139689578714
"GO:0007043","cell-cell junction assembly","3/33","161/21066",0.00202019867747735,0.034791814545642,0.0225979877591634,"NR1H4/RUNX1/SNAI2",3,0.0186335403726708,11.8949745906268
"GO:0031670","cellular response to nutrient","2/33","43/21066",0.00206423926646204,0.034791814545642,0.0225979877591634,"NR1H4/SNAI2",2,0.0465116279069767,29.6913319238901
"GO:0032965","regulation of collagen biosynthetic process","2/33","43/21066",0.00206423926646204,0.034791814545642,0.0225979877591634,"MYB/RUNX1",2,0.0465116279069767,29.6913319238901
"GO:0021517","ventral spinal cord development","2/33","45/21066",0.00225869698807967,0.0370651834572495,0.0240745868819017,"PAX6/SOX1",2,0.0444444444444444,28.3717171717172
"GO:0019827","stem cell population maintenance","3/33","168/21066",0.00228010237280624,0.0370651834572495,0.0240745868819017,"PRRX1/KLF10/TAL1",3,0.0178571428571429,11.3993506493507
"GO:0098727","maintenance of cell number","3/33","170/21066",0.00235799318117086,0.0370651834572495,0.0240745868819017,"PRRX1/KLF10/TAL1",3,0.0176470588235294,11.2652406417112
"GO:0048546","digestive tract morphogenesis","2/33","46/21066",0.00235905698379474,0.0370651834572495,0.0240745868819017,"GLI1/ID2",2,0.0434782608695652,27.7549407114624
"GO:1901099","negative regulation of signal transduction in absence of ligand","2/33","47/21066",0.00246149590302819,0.0374066672476579,0.0242963875156536,"GATA1/SNAI2",2,0.0425531914893617,27.1644100580271
"GO:2001240","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","2/33","47/21066",0.00246149590302819,0.0374066672476579,0.0242963875156536,"GATA1/SNAI2",2,0.0425531914893617,27.1644100580271
"GO:0010712","regulation of collagen metabolic process","2/33","48/21066",0.00256600738821961,0.0383659491754771,0.0249194605443399,"MYB/RUNX1",2,0.0416666666666667,26.5984848484848
"GO:0045580","regulation of T cell differentiation","3/33","179/21066",0.00272892690721507,0.0396645144358682,0.0257629049648743,"MYB/IRF4/RUNX1",3,0.0167597765363128,10.6988318943626
"GO:0045622","regulation of T-helper cell differentiation","2/33","50/21066",0.00278122269507166,0.0396645144358682,0.0257629049648743,"MYB/IRF4",2,0.04,25.5345454545455
"GO:0060043","regulation of cardiac muscle cell proliferation","2/33","50/21066",0.00278122269507166,0.0396645144358682,0.0257629049648743,"GLI1/RUNX1",2,0.04,25.5345454545455
"GO:0021515","cell differentiation in spinal cord","2/33","51/21066",0.00289191387037202,0.0400120023557442,0.0259886054022434,"TAL1/SOX1",2,0.0392156862745098,25.0338680926916
"GO:2000677","regulation of transcription regulatory region DNA binding","2/33","51/21066",0.00289191387037202,0.0400120023557442,0.0259886054022434,"GATA1/PAX6",2,0.0392156862745098,25.0338680926916
"GO:0032964","collagen biosynthetic process","2/33","52/21066",0.00300465231885894,0.0409604808762094,0.0266046613991844,"MYB/RUNX1",2,0.0384615384615385,24.5524475524476
"GO:0043392","negative regulation of DNA binding","2/33","53/21066",0.00311943175158003,0.0419088874451404,0.0272206706621476,"GATA1/TFAP4",2,0.0377358490566038,24.0891938250429
"GO:0051098","regulation of binding","4/33","394/21066",0.0032116397170305,0.0425312859669611,0.0276249310998714,"GATA1/IRF4/PAX6/TFAP4",4,0.0101522842639594,6.48084910013844
"GO:0031099","regeneration","3/33","195/21066",0.00347345294804217,0.0441080942854123,0.0286491000184589,"GLI1/PRRX1/RUNX1",3,0.0153846153846154,9.82097902097902
"GO:1902107","positive regulation of leukocyte differentiation","3/33","195/21066",0.00347345294804217,0.0441080942854123,0.0286491000184589,"MYB/KLF10/RUNX1",3,0.0153846153846154,9.82097902097902
"GO:1903708","positive regulation of hemopoiesis","3/33","195/21066",0.00347345294804217,0.0441080942854123,0.0286491000184589,"MYB/KLF10/RUNX1",3,0.0153846153846154,9.82097902097902
"GO:0051216","cartilage development","3/33","196/21066",0.00352370238328854,0.0441415149906551,0.0286708074429736,"PRRX1/RUNX1/SNAI2",3,0.0153061224489796,9.7708719851577
"GO:2001239","regulation of extrinsic apoptotic signaling pathway in absence of ligand","2/33","57/21066",0.0035988340228198,0.0444815885220527,0.0288916920849533,"GATA1/SNAI2",2,0.0350877192982456,22.3987240829346
"GO:0043388","positive regulation of DNA binding","2/33","59/21066",0.00385061855164036,0.0457631204791105,0.0297240730302063,"IRF4/PAX6",2,0.0338983050847458,21.6394453004623
"GO:0045646","regulation of erythrocyte differentiation","2/33","59/21066",0.00385061855164036,0.0457631204791105,0.0297240730302063,"GATA1/TAL1",2,0.0338983050847458,21.6394453004623
"GO:0060038","cardiac muscle cell proliferation","2/33","59/21066",0.00385061855164036,0.0457631204791105,0.0297240730302063,"GLI1/RUNX1",2,0.0338983050847458,21.6394453004623
"GO:0046631","alpha-beta T cell activation","3/33","205/21066",0.00399612462212343,0.04689123448998,0.0304568059141186,"MYB/IRF4/RUNX1",3,0.0146341463414634,9.34190687361419
"GO:0045619","regulation of lymphocyte differentiation","3/33","209/21066",0.00421789636649935,0.0488748741468112,0.0317452200215477,"MYB/IRF4/RUNX1",3,0.0143540669856459,9.16311439756416
"GO:0045787","positive regulation of cell cycle","4/33","433/21066",0.00449471627741963,0.0510406814899671,0.0331519557284519,"GLI1/TAL1/TFAP4/ID2",4,0.0092378752886836,5.89712366155784
"GO:0046638","positive regulation of alpha-beta T cell differentiation","2/33","64/21066",0.00451492543924196,0.0510406814899671,0.0331519557284519,"MYB/RUNX1",2,0.03125,19.9488636363636
"GO:0031669","cellular response to nutrient levels","3/33","224/21066",0.00511579424939849,0.0571366417974988,0.0371114053348882,"NR1H4/KLF10/SNAI2",3,0.0133928571428571,8.54951298701299
"GO:0045216","cell-cell junction organization","3/33","226/21066",0.00524354907638982,0.057866309450159,0.0375853392442979,"NR1H4/RUNX1/SNAI2",3,0.0132743362831858,8.47385358004827
"GO:0002763","positive regulation of myeloid leukocyte differentiation","2/33","70/21066",0.00537692442296,0.0586401051774579,0.0380879352313699,"KLF10/RUNX1",2,0.0285714285714286,18.238961038961
"GO:0014855","striated muscle cell proliferation","2/33","74/21066",0.00599027339047736,0.064569574802006,0.0419392457693152,"GLI1/RUNX1",2,0.027027027027027,17.2530712530713
"GO:0042093","T-helper cell differentiation","2/33","75/21066",0.00614839072308369,0.0655121632218227,0.0425514760266651,"MYB/IRF4",2,0.0266666666666667,17.0230303030303
"GO:0061515","myeloid cell development","2/33","76/21066",0.00630840810946493,0.0664533445167499,0.043162792327918,"GATA1/TAL1",2,0.0263157894736842,16.799043062201
"GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","2/33","77/21066",0.00647031958126961,0.0673931039532239,0.043773185103326,"MYB/IRF4",2,0.025974025974026,16.5808736717828
"GO:0002287","alpha-beta T cell activation involved in immune response","2/33","78/21066",0.00663411918319666,0.0675805327782781,0.0438949239188952,"MYB/IRF4",2,0.0256410256410256,16.3682983682984
"GO:0002293","alpha-beta T cell differentiation involved in immune response","2/33","78/21066",0.00663411918319666,0.0675805327782781,0.0438949239188952,"MYB/IRF4",2,0.0256410256410256,16.3682983682984
"GO:0055021","regulation of cardiac muscle tissue growth","2/33","79/21066",0.00679980097297116,0.0685153858906986,0.0445021299375229,"GLI1/RUNX1",2,0.0253164556962025,16.1611047180667
"GO:0031668","cellular response to extracellular stimulus","3/33","250/21066",0.00692839984280353,0.0690605016589126,0.0448561936625197,"NR1H4/KLF10/SNAI2",3,0.012,7.66036363636364
"GO:0008589","regulation of smoothened signaling pathway","2/33","81/21066",0.00713678741194846,0.0703808716050662,0.0457138006677998,"GLI1/PRRX1",2,0.0246913580246914,15.7620650953984
"GO:0009953","dorsal/ventral pattern formation","2/33","83/21066",0.00748123161960567,0.0714958939316954,0.0464380302378127,"GLI1/SOX1",2,0.0240963855421687,15.3822562979189
"GO:0038034","signal transduction in absence of ligand","2/33","83/21066",0.00748123161960567,0.0714958939316954,0.0464380302378127,"GATA1/SNAI2",2,0.0240963855421687,15.3822562979189
"GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand","2/33","83/21066",0.00748123161960567,0.0714958939316954,0.0464380302378127,"GATA1/SNAI2",2,0.0240963855421687,15.3822562979189
"GO:0002292","T cell differentiation involved in immune response","2/33","84/21066",0.00765623566871561,0.0716902067161553,0.0465642403243523,"MYB/IRF4",2,0.0238095238095238,15.1991341991342
"GO:2000177","regulation of neural precursor cell proliferation","2/33","84/21066",0.00765623566871561,0.0716902067161553,0.0465642403243523,"GLI1/ID2",2,0.0238095238095238,15.1991341991342
"GO:0060420","regulation of heart growth","2/33","86/21066",0.0080117783343469,0.0742691851593958,0.0482393390236466,"GLI1/RUNX1",2,0.0232558139534884,14.845665961945
"GO:0090596","sensory organ morphogenesis","3/33","271/21066",0.00863917322481021,0.0792922136574164,0.0515018977028811,"PRRX1/PAX6/SOX1",3,0.011070110701107,7.06675612210668
"GO:0070830","bicellular tight junction assembly","2/33","92/21066",0.00912226315722933,0.0829052739877607,0.0538486535184229,"RUNX1/SNAI2",2,0.0217391304347826,13.8774703557312
"GO:0120192","tight junction assembly","2/33","94/21066",0.00950688919369958,0.0855620027432962,0.055574252619276,"RUNX1/SNAI2",2,0.0212765957446809,13.5822050290135
"GO:0030217","T cell differentiation","3/33","284/21066",0.00981223592281061,0.087460987504283,0.0568076816583772,"MYB/IRF4/RUNX1",3,0.0105633802816901,6.74327784891165
"GO:0046635","positive regulation of alpha-beta T cell activation","2/33","97/21066",0.0100972304438254,0.0883031379379823,0.0573546754108055,"MYB/RUNX1",2,0.0206185567010309,13.1621368322399
"GO:0120193","tight junction organization","2/33","97/21066",0.0100972304438254,0.0883031379379823,0.0573546754108055,"RUNX1/SNAI2",2,0.0206185567010309,13.1621368322399
"GO:0048562","embryonic organ morphogenesis","3/33","292/21066",0.0105782544086346,0.0916452508112549,0.0595254453688046,"GLI1/PRRX1/ID2",3,0.0102739726027397,6.55853051058531
"GO:0043297","apical junction assembly","2/33","101/21066",0.0109091299050593,0.0936366983517589,0.0608189308547165,"RUNX1/SNAI2",2,0.0198019801980198,12.6408640864086
"GO:0050810","regulation of steroid biosynthetic process","2/33","102/21066",0.0111164915479572,0.0945411712381315,0.0614064043016081,"NR1H4/SNAI2",2,0.0196078431372549,12.5169340463458
"GO:0055017","cardiac muscle tissue growth","2/33","103/21066",0.0113255966095431,0.095443891427695,0.0619927393364464,"GLI1/RUNX1",2,0.0194174757281553,12.3954104148279
"GO:0002062","chondrocyte differentiation","2/33","106/21066",0.0119633161245217,0.0999098562831679,0.0648934739044706,"RUNX1/SNAI2",2,0.0188679245283019,12.0445969125214
"GO:0120162","positive regulation of cold-induced thermogenesis","2/33","109/21066",0.0126165246728394,0.103714322138474,0.0673645514826631,"IRF4/EPAS1",2,0.018348623853211,11.7130942452043
"GO:0030522","intracellular receptor signaling pathway","3/33","312/21066",0.0126426304224893,0.103714322138474,0.0673645514826631,"NR1H4/RUNX1/SNAI2",3,0.00961538461538462,6.13811188811189
"GO:1905269","positive regulation of chromatin organization","2/33","110/21066",0.0128376768755254,0.104371632025997,0.0677914875590421,"MYB/TAL1",2,0.0181818181818182,11.6066115702479
"GO:0046620","regulation of organ growth","2/33","111/21066",0.0130605278479134,0.104371632025997,0.0677914875590421,"GLI1/RUNX1",2,0.018018018018018,11.5020475020475
"GO:0060419","heart growth","2/33","111/21066",0.0130605278479134,0.104371632025997,0.0677914875590421,"GLI1/RUNX1",2,0.018018018018018,11.5020475020475
"GO:0032642","regulation of chemokine production","2/33","112/21066",0.0132850720642354,0.105258647893558,0.0683676223188725,"NR1H4/SNAI2",2,0.0178571428571429,11.3993506493506
"GO:0071496","cellular response to external stimulus","3/33","320/21066",0.0135287904858454,0.106281260850667,0.0690318301329487,"NR1H4/KLF10/SNAI2",3,0.009375,5.98465909090909
"GO:0045582","positive regulation of T cell differentiation","2/33","115/21066",0.0139688091023593,0.108440779659321,0.0704344813094099,"MYB/RUNX1",2,0.0173913043478261,11.101976284585
"GO:0042063","gliogenesis","3/33","325/21066",0.0141003287200151,0.108440779659321,0.0704344813094099,"MYB/TAL1/SOX1",3,0.00923076923076923,5.89258741258741
"GO:0030330","DNA damage response, signal transduction by p53 class mediator","2/33","117/21066",0.0144329992574221,0.108440779659321,0.0704344813094099,"TFAP4/SNAI2",2,0.0170940170940171,10.9121989121989
"GO:0032602","chemokine production","2/33","119/21066",0.0149038308055447,0.108440779659321,0.0704344813094099,"NR1H4/SNAI2",2,0.0168067226890756,10.7288006111536
"GO:0071156","regulation of cell cycle arrest","2/33","119/21066",0.0149038308055447,0.108440779659321,0.0704344813094099,"TFAP4/ID2",2,0.0168067226890756,10.7288006111536
"GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","2/33","119/21066",0.0149038308055447,0.108440779659321,0.0704344813094099,"GATA1/SNAI2",2,0.0168067226890756,10.7288006111536
"GO:0030282","bone mineralization","2/33","120/21066",0.0151417235078475,0.108440779659321,0.0704344813094099,"GATA1/KLF10",2,0.0166666666666667,10.6393939393939
"GO:0048661","positive regulation of smooth muscle cell proliferation","2/33","120/21066",0.0151417235078475,0.108440779659321,0.0704344813094099,"MYB/ID2",2,0.0166666666666667,10.6393939393939
"GO:0042752","regulation of circadian rhythm","2/33","121/21066",0.0153812602695402,0.108440779659321,0.0704344813094099,"KLF10/ID2",2,0.0165289256198347,10.5514650638618
"GO:0002934","desmosome organization","1/33","10/21066",0.0155583858626642,0.108440779659321,0.0704344813094099,"SNAI2",1,0.1,63.8363636363636
"GO:0021781","glial cell fate commitment","1/33","10/21066",0.0155583858626642,0.108440779659321,0.0704344813094099,"TAL1",1,0.1,63.8363636363636
"GO:0021940","positive regulation of cerebellar granule cell precursor proliferation","1/33","10/21066",0.0155583858626642,0.108440779659321,0.0704344813094099,"GLI1",1,0.1,63.8363636363636
"GO:0070561","vitamin D receptor signaling pathway","1/33","10/21066",0.0155583858626642,0.108440779659321,0.0704344813094099,"SNAI2",1,0.1,63.8363636363636
"GO:0071073","positive regulation of phospholipid biosynthetic process","1/33","10/21066",0.0155583858626642,0.108440779659321,0.0704344813094099,"NR1H4",1,0.1,63.8363636363636
"GO:2000434","regulation of protein neddylation","1/33","10/21066",0.0155583858626642,0.108440779659321,0.0704344813094099,"EPAS1",1,0.1,63.8363636363636
"GO:0032963","collagen metabolic process","2/33","123/21066",0.0158652443649021,0.109754339748241,0.0712876651745798,"MYB/RUNX1",2,0.016260162601626,10.379896526238
"GO:0035270","endocrine system development","2/33","127/21066",0.0168527042707728,0.110089304821222,0.0715052317694191,"GLI1/PAX6",2,0.015748031496063,10.0529706513958
"GO:0033690","positive regulation of osteoblast proliferation","1/33","11/21066",0.0171012512343646,0.110089304821222,0.0715052317694191,"GATA1",1,0.0909090909090909,58.0330578512397
"GO:0034969","histone arginine methylation","1/33","11/21066",0.0171012512343646,0.110089304821222,0.0715052317694191,"NR1H4",1,0.0909090909090909,58.0330578512397
"GO:0043376","regulation of CD8-positive, alpha-beta T cell differentiation","1/33","11/21066",0.0171012512343646,0.110089304821222,0.0715052317694191,"RUNX1",1,0.0909090909090909,58.0330578512397
"GO:0045647","negative regulation of erythrocyte differentiation","1/33","11/21066",0.0171012512343646,0.110089304821222,0.0715052317694191,"TAL1",1,0.0909090909090909,58.0330578512397
"GO:0060579","ventral spinal cord interneuron fate commitment","1/33","11/21066",0.0171012512343646,0.110089304821222,0.0715052317694191,"SOX1",1,0.0909090909090909,58.0330578512397
"GO:0060581","cell fate commitment involved in pattern specification","1/33","11/21066",0.0171012512343646,0.110089304821222,0.0715052317694191,"SOX1",1,0.0909090909090909,58.0330578512397
"GO:0061314","Notch signaling involved in heart development","1/33","11/21066",0.0171012512343646,0.110089304821222,0.0715052317694191,"SNAI2",1,0.0909090909090909,58.0330578512397
"GO:0072537","fibroblast activation","1/33","11/21066",0.0171012512343646,0.110089304821222,0.0715052317694191,"MYB",1,0.0909090909090909,58.0330578512397
"GO:2001269","positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway","1/33","11/21066",0.0171012512343646,0.110089304821222,0.0715052317694191,"TFAP4",1,0.0909090909090909,58.0330578512397
"GO:0045621","positive regulation of lymphocyte differentiation","2/33","129/21066",0.0173560944691853,0.11095930739955,0.0720703160535317,"MYB/RUNX1",2,0.0155038759689922,9.89711064129669
"GO:0002286","T cell activation involved in immune response","2/33","133/21066",0.018381982751352,0.111493608156853,0.0724173552100382,"MYB/IRF4",2,0.0150375939849624,9.59945317840055
"GO:0015074","DNA integration","1/33","12/21066",0.018641771714501,0.111493608156853,0.0724173552100382,"ZNF91",1,0.0833333333333333,53.1969696969697
"GO:0021936","regulation of cerebellar granule cell precursor proliferation","1/33","12/21066",0.018641771714501,0.111493608156853,0.0724173552100382,"GLI1",1,0.0833333333333333,53.1969696969697
"GO:0033629","negative regulation of cell adhesion mediated by integrin","1/33","12/21066",0.018641771714501,0.111493608156853,0.0724173552100382,"SNAI2",1,0.0833333333333333,53.1969696969697
"GO:0034372","very-low-density lipoprotein particle remodeling","1/33","12/21066",0.018641771714501,0.111493608156853,0.0724173552100382,"NR1H4",1,0.0833333333333333,53.1969696969697
"GO:0043129","surfactant homeostasis","1/33","12/21066",0.018641771714501,0.111493608156853,0.0724173552100382,"EPAS1",1,0.0833333333333333,53.1969696969697
"GO:0043619","regulation of transcription from RNA polymerase II promoter in response to oxidative stress","1/33","12/21066",0.018641771714501,0.111493608156853,0.0724173552100382,"EPAS1",1,0.0833333333333333,53.1969696969697
"GO:0048934","peripheral nervous system neuron differentiation","1/33","12/21066",0.018641771714501,0.111493608156853,0.0724173552100382,"RUNX1",1,0.0833333333333333,53.1969696969697
