gene-name	is-regulator	avg-all	avg-nonresp	avg-respond	avg-diff	t-pval	t-stat	wilcox-pval	wilcox-stat	num-repeats-all	num-repeats-nonresp	num-repeats-respond
CUX1	1	4.04	4.03	4.04	-0.00767	0.577	-0.563	0.617	224	2	2	1
g1286	0	-8.22e-17	0.0815	-0.0478	0.129	0.587	0.55	0.339	289	2	2	1
g1262	0	1.24e-16	-0.0793	0.0465	-0.126	0.597	-0.535	0.343	204	1	1	1
ZNF674	1	3.7	3.69	3.7	-0.011	0.603	-0.524	0.652	226	1	1	1
g1179	0	2.12e-16	-0.077	0.0452	-0.122	0.607	-0.52	0.0837	170	1	1	1
g1271	0	1.16e-16	-0.0754	0.0442	-0.12	0.615	-0.509	0.573	221	1	1	1
ZNF555	1	3.71	3.7	3.71	-0.00937	0.622	-0.497	0.875	239	1	1	1
CREBL2	1	4.06	4.06	4.07	-0.00716	0.624	-0.495	0.702	229	1	1	1
g1313	0	-2.12e-16	-0.0727	0.0426	-0.115	0.627	-0.491	0.857	238	1	1	1
g87	0	-7.54e-17	-0.0703	0.0412	-0.112	0.639	-0.474	0.856	238	2	2	1
TOX4	1	4.06	4.06	4.06	-0.00435	0.647	-0.462	0.91	241	1	1	1
g1356	0	-2.44e-16	0.0687	-0.0403	0.109	0.647	0.463	0.573	272	1	1	1
g1197	0	-3.03e-16	0.0647	-0.0379	0.103	0.666	0.437	0.181	306	1	1	1
g1245	0	-2.35e-16	-0.0641	0.0375	-0.102	0.669	-0.432	0.339	204	2	2	1
g170	0	-1.83e-16	-0.0607	0.0356	-0.0964	0.685	-0.41	0.573	221	1	1	1
ZNF479	1	2.49	2.46	2.51	-0.0468	0.698	-0.392	0.569	221	2	1	2
g671	0	5.52e-17	-0.0507	0.0297	-0.0804	0.735	-0.342	0.0837	170	1	1	1
g1326	0	5.09e-16	0.0488	-0.0286	0.0774	0.745	0.329	0.857	238	1	1	1
g1357	0	2.56e-16	-0.0478	0.028	-0.0757	0.75	-0.322	0.857	238	1	1	1
g1353	0	1.12e-16	-0.0452	0.0265	-0.0718	0.763	-0.305	0.573	272	1	1	1
g113	0	1.27e-16	-0.0447	0.0262	-0.0709	0.765	-0.301	0.573	221	1	1	1
g1323	0	5.73e-17	-0.0436	0.0256	-0.0692	0.771	-0.294	0.573	272	1	1	1
g171	0	2.11e-16	-0.0436	0.0256	-0.0692	0.771	-0.294	0.857	238	1	1	1
g132	0	3.54e-16	-0.0424	0.0249	-0.0673	0.777	-0.286	0.857	255	1	1	1
g1267	0	-3.14e-16	-0.0413	0.0242	-0.0656	0.783	-0.279	0.573	221	1	1	1
g46	0	-1.47e-16	-0.0408	0.0239	-0.0646	0.786	-0.275	0.573	221	1	1	1
g235	0	-4.11e-16	-0.0604	0.0354	-0.0959	0.786	-0.274	0.685	228	1	1	1
g1297	0	1.37e-17	-0.0404	0.0237	-0.0641	0.787	-0.272	0.573	221	1	1	1
g1310	0	-2.15e-16	0.0389	-0.0228	0.0617	0.795	0.262	0.573	272	1	1	1
FOXD3	1	3	2.98	3.02	-0.0393	0.799	-0.256	0.753	232	1	1	1
g1229	0	-1.36e-18	-0.0369	0.0216	-0.0585	0.806	-0.248	0.856	238	2	2	1
g1183	0	-4.69e-16	0.0364	-0.0213	0.0578	0.808	0.245	0.857	238	1	1	1
g1316	0	6.92e-17	0.0356	-0.0209	0.0564	0.812	0.24	0.573	272	1	1	1
g1224	0	-1.4e-16	-0.034	0.02	-0.054	0.82	-0.229	0.573	221	1	1	1
g177	0	4.97e-16	-0.0339	0.0199	-0.0538	0.821	-0.229	0.343	289	1	1	1
g79	0	2.17e-16	-0.0336	0.0197	-0.0534	0.822	-0.227	0.857	238	1	1	1
g1272	0	-1.8e-16	-0.0328	0.0192	-0.052	0.827	-0.221	0.857	238	1	1	1
g704	0	-1.35e-16	-0.0316	0.0185	-0.0501	0.833	-0.213	0.573	221	1	1	1
g85	0	1.38e-16	-0.0296	0.0174	-0.047	0.843	-0.2	0.569	272	2	2	1
g1344	0	-2.54e-16	-0.0287	0.0168	-0.0455	0.848	-0.193	0.857	238	1	1	1
g1188	0	8.03e-17	0.0276	-0.0162	0.0438	0.854	0.186	0.857	238	1	1	1
g141	0	4.99e-16	-0.0245	0.0144	-0.0389	0.87	-0.165	0.573	221	1	1	1
g1236	0	-2.96e-16	0.0235	-0.0138	0.0373	0.875	0.159	0.569	272	2	2	1
ZNF224	1	3.67	3.68	3.67	0.00787	0.879	0.154	0.669	227	1	1	1
POU4F3	1	2.59	2.6	2.58	0.0206	0.88	0.152	0.546	274	2	1	2
g1240	0	7.78e-17	0.0203	-0.0119	0.0323	0.892	0.137	0.857	238	1	1	1
g1194	0	-3.2e-16	-0.0196	0.0115	-0.0311	0.896	-0.132	0.573	272	1	1	1
g1166	0	-9.67e-17	-0.0217	0.0127	-0.0344	0.912	-0.111	0.893	240	1	1	1
TEAD3	1	3.97	3.97	3.97	0.002	0.915	0.108	0.946	250	1	1	1
g195	0	2.15e-16	0.014	-0.00822	0.0222	0.925	0.0944	0.181	306	1	1	1
g1299	0	2.77e-16	-0.0105	0.00615	-0.0166	0.944	-0.0707	0.857	255	1	1	1
g1246	0	-2.94e-16	-0.00975	0.00572	-0.0155	0.948	-0.0657	0.857	255	1	1	1
g1217	0	-2.24e-17	0.00917	-0.00538	0.0146	0.951	0.0618	0.857	238	1	1	1
g189	0	3.29e-16	0.00799	-0.00469	0.0127	0.957	0.0539	0.343	204	1	1	1
g47	0	2.18e-16	0.00708	-0.00415	0.0112	0.962	0.0477	0.857	238	1	1	1
g152	0	-4.88e-16	-0.00681	0.00399	-0.0108	0.964	-0.0459	0.343	289	1	1	1
g80	0	1.05e-17	0.000998	-0.000585	0.00158	0.995	0.00672	0.857	255	1	1	1
g1204	0	3.76e-16	-0.000839	0.000492	-0.00133	0.996	-0.00565	0.573	272	1	1	1
