gene-name	is-regulator	avg-all	avg-nonresp	avg-respond	avg-diff	t-pval	t-stat	wilcox-pval	wilcox-stat	num-repeats-all	num-repeats-nonresp	num-repeats-respond
TSPAN32	0	3.66	3.59	3.71	-0.114	0.0185	-2.47	0.0157	141	1	1	1
CLEC12A	0	3.62	3.48	3.7	-0.226	0.0194	-2.47	0.0138	139	1	1	1
LY6G6F	0	2.86	2.68	2.97	-0.286	0.0197	-2.42	0.0444	158	1	1	1
MAL	0	3.25	3.14	3.31	-0.175	0.02	-2.41	0.0281	150	2	1	1
LCN2	0	3.7	3.52	3.81	-0.283	0.0203	-2.44	0.0396	156	1	1	1
STAT5B	1	4.03	4.01	4.04	-0.0335	0.0208	-2.43	0.00976	134	1	1	1
SLC28A3	0	3.13	2.93	3.24	-0.31	0.021	-2.46	0.00681	129	1	1	1
ANKAR	0	3.69	3.66	3.7	-0.0418	0.0214	-2.39	0.0101	133	2	2	1
FCAR	0	3.28	3.08	3.39	-0.31	0.0218	-2.41	0.012	137	1	1	1
P2RY13	0	3.75	3.69	3.79	-0.101	0.0221	-2.4	0.0278	150	1	1	1
CCR3	0	3.03	2.87	3.13	-0.253	0.0223	-2.41	0.0168	142	1	1	1
RAB37	0	3.7	3.63	3.74	-0.103	0.0225	-2.38	0.0315	152	2	1	1
PF4V1	0	2.91	2.73	3.02	-0.291	0.0227	-2.39	0.0306	151	2	1	1
CAMP	0	3.57	3.36	3.69	-0.329	0.0234	-2.38	0.0374	155	1	1	1
CLEC4C	0	2.94	2.76	3.04	-0.282	0.0237	-2.36	0.0243	147	2	1	2
SELL	0	3.87	3.81	3.91	-0.107	0.0251	-2.32	0.0191	144	1	1	1
RHD	0	3.6	3.53	3.64	-0.11	0.0254	-2.34	0.0108	134	2	1	2
CMTM2	0	3.51	3.41	3.57	-0.156	0.0255	-2.32	0.00654	126	2	1	1
LOC147646	0	2.85	2.99	2.77	0.222	0.0256	2.32	0.0353	339	1	1	1
RNASE2	0	3.6	3.39	3.71	-0.322	0.0265	-2.35	0.0464	158	2	1	1
FAM104A	0	4.05	4.03	4.05	-0.0239	0.0266	-2.33	0.0469	159	1	1	1
NBR1	0	4.14	4.13	4.15	-0.0234	0.0266	-2.37	0.00788	131	1	1	1
XPO7	0	4.04	4.02	4.05	-0.031	0.0266	-2.29	0.0924	172	1	1	1
SPNS3	0	3.49	3.38	3.56	-0.178	0.0274	-2.34	0.0281	150	2	1	1
LTF	0	3.89	3.77	3.96	-0.196	0.0275	-2.29	0.0373	154	2	1	1
C11orf21	0	3.63	3.54	3.68	-0.146	0.0275	-2.29	0.0298	150	2	1	1
TCL1A	0	3.21	3.01	3.33	-0.32	0.028	-2.3	0.0246	148	1	1	1
S100A8	0	4.01	3.89	4.09	-0.198	0.0282	-2.28	0.0296	151	1	1	1
TSPO2	0	3.37	3.22	3.45	-0.231	0.0296	-2.28	0.0428	157	2	1	2
ERMAP	0	3.96	3.94	3.97	-0.0249	0.0299	-2.25	0.0683	166	1	1	1
RETN	0	3.35	3.15	3.46	-0.319	0.0302	-2.27	0.0353	154	1	1	1
PLIN1	0	3.78	3.71	3.82	-0.114	0.0329	-2.21	0.0616	164	1	1	1
S100A9	0	4.11	4.02	4.16	-0.141	0.0332	-2.2	0.0353	154	1	1	1
CEACAM3	0	3.32	3.14	3.43	-0.29	0.0336	-2.22	0.0333	153	1	1	1
RAB27A	0	3.98	3.95	4	-0.0545	0.0337	-2.2	0.0469	159	1	1	1
RHOH	0	3.74	3.69	3.76	-0.0665	0.0348	-2.2	0.0524	161	1	1	1
PLAC8	0	3.7	3.62	3.75	-0.123	0.0362	-2.17	0.0649	165	1	1	1
SPN	0	3.73	3.67	3.77	-0.102	0.0363	-2.17	0.0924	172	1	1	1
ARG1	0	3.49	3.37	3.57	-0.201	0.0365	-2.17	0.0333	153	1	1	1
GPR97	0	3.49	3.36	3.56	-0.209	0.0367	-2.16	0.0262	149	1	1	1
PDE6H	0	2.72	2.6	2.79	-0.187	0.0369	-2.17	0.0179	143	1	1	1
SF3A1	0	4.06	4.05	4.07	-0.0152	0.0369	-2.17	0.0374	155	1	1	1
SYNRG	0	3.98	3.97	3.99	-0.0205	0.0382	-2.17	0.0553	162	1	1	1
ITLN1	0	2.92	2.77	3.01	-0.241	0.0383	-2.15	0.0545	162	2	1	1
FAM178B	0	3.22	3.11	3.28	-0.17	0.0386	-2.13	0.00681	129	1	1	1
BLK	0	3.25	3.11	3.33	-0.21	0.0387	-2.18	0.0314	152	1	1	1
LOC729737	0	3.77	3.72	3.8	-0.0808	0.039	-2.14	0.042	157	1	1	1
CXCR2	0	3.58	3.45	3.65	-0.193	0.0394	-2.13	0.0343	153	2	2	1
SPTA1	0	3.32	3.11	3.45	-0.339	0.0396	-2.14	0.0217	146	1	1	1
C17orf108	0	3.91	3.88	3.92	-0.039	0.0403	-2.15	0.0553	162	1	1	1
MMP8	0	3.42	3.17	3.56	-0.387	0.0406	-2.15	0.0496	160	1	1	1
MGAM	0	3.49	3.37	3.56	-0.184	0.0412	-2.1	0.0314	152	1	1	1
KEL	0	3.64	3.57	3.68	-0.115	0.0414	-2.1	0.0683	166	1	1	1
FAM129C	0	3.52	3.44	3.57	-0.13	0.0416	-2.13	0.0517	160	2	1	1
S1PR4	0	3.69	3.61	3.75	-0.14	0.0423	-2.1	0.0289	150	2	2	1
LOC606724	0	2.93	2.79	3.01	-0.223	0.0425	-2.12	0.0315	152	2	1	1
MEFV	0	3.55	3.48	3.6	-0.119	0.043	-2.09	0.0584	163	1	1	1
P2RY14	0	3.33	3.23	3.39	-0.158	0.0435	-2.12	0.0374	155	1	1	1
LY6G6E	0	2.74	2.58	2.83	-0.251	0.0436	-2.08	0.0604	164	2	1	1
C6orf10	0	2.86	2.7	2.95	-0.249	0.044	-2.09	0.0306	151	2	2	1
CLEC4D	0	3.26	3.11	3.35	-0.238	0.0446	-2.08	0.0333	152	2	1	1
GLT1D1	0	3.5	3.41	3.56	-0.147	0.0452	-2.06	0.0757	168	1	1	1
PADI4	0	3.5	3.31	3.62	-0.306	0.0453	-2.07	0.0314	152	1	1	1
NRGN	0	3.84	3.79	3.87	-0.0712	0.0462	-2.05	0.123	178	1	1	1
BPI	0	3.61	3.47	3.69	-0.226	0.0475	-2.05	0.072	167	1	1	1
SNCA	0	3.8	3.73	3.84	-0.107	0.0476	-2.05	0.0496	160	1	1	1
SNRNP48	0	3.89	3.88	3.9	-0.0184	0.048	-2.05	0.0649	165	1	1	1
IL18RAP	0	3.56	3.47	3.61	-0.14	0.0489	-2.04	0.0757	168	1	1	1
ELANE	0	3.6	3.43	3.7	-0.272	0.0499	-2.03	0.0649	165	1	1	1
KLRC2	0	3.25	3.08	3.35	-0.269	0.0515	-2.04	0.0757	168	1	1	1
FCRL1	0	3.17	3	3.27	-0.271	0.0532	-2	0.0524	161	1	1	1
TMEM154	0	3.66	3.57	3.71	-0.138	0.054	-2.03	0.0759	168	2	1	2
RNASE3	0	3.4	3.18	3.53	-0.347	0.0542	-2.01	0.0616	164	1	1	1
GPBAR1	0	3.46	3.41	3.49	-0.0853	0.0551	-1.99	0.0246	148	1	1	1
ECRP	0	3.11	2.95	3.21	-0.255	0.0558	-1.99	0.0757	168	1	1	1
TRIM45	0	3.88	3.86	3.89	-0.0341	0.0579	-1.95	0.0757	168	1	1	1
SLC25A37	0	4.17	4.15	4.19	-0.0431	0.0583	-1.94	0.044	158	2	1	1
TARM1	0	2.77	2.63	2.86	-0.231	0.059	-1.94	0.133	180	2	1	2
ASCC2	0	4.08	4.07	4.09	-0.0245	0.0593	-1.94	0.0191	144	1	1	1
RPIA	0	4	3.99	4.01	-0.0259	0.0594	-1.96	0.14	181	1	1	1
OLFM4	0	3.48	3.35	3.56	-0.21	0.0603	-1.94	0.0649	165	1	1	1
FAM65B	0	3.75	3.68	3.8	-0.112	0.0604	-1.96	0.0524	161	1	1	1
CHMP1A	0	4.11	4.09	4.11	-0.0176	0.0622	-1.92	0.0524	161	1	1	1
DNTT	0	2.93	2.74	3.04	-0.301	0.0627	-1.93	0.0496	160	1	1	1
CNR2	0	2.93	2.8	3.01	-0.21	0.0635	-1.93	0.0683	166	1	1	1
CTSG	0	3.73	3.59	3.81	-0.213	0.0637	-1.91	0.0722	167	2	1	2
LOC646719	0	3.88	3.86	3.89	-0.0251	0.0646	-1.9	0.147	182	1	1	1
DAZAP2	0	4.25	4.24	4.25	-0.0159	0.0658	-1.9	0.0797	169	2	1	2
CTSE	0	3.23	3.08	3.32	-0.246	0.0668	-1.88	0.0616	164	1	1	1
DPP10	0	2.02	1.84	2.13	-0.287	0.0675	-1.88	0.161	184	4	2	3
S100A12	0	3.67	3.52	3.76	-0.237	0.0679	-1.88	0.0683	166	1	1	1
PNPLA2	0	4.11	4.09	4.12	-0.0248	0.0681	-1.88	0.072	167	1	1	1
LOC388387	0	3.38	3.28	3.44	-0.155	0.0693	-1.87	0.0278	150	1	1	1
IGLL1	0	3.06	2.93	3.14	-0.214	0.0694	-1.86	0.097	173	1	1	1
CST7	0	3.73	3.67	3.76	-0.0925	0.0697	-1.86	0.174	186	1	1	1
LGALS12	0	3.28	3.15	3.35	-0.208	0.0703	-1.87	0.0837	170	1	1	1
SLC38A10	0	4.09	4.08	4.1	-0.0171	0.0715	-1.88	0.0687	166	2	1	2
NFE2	1	3.65	3.53	3.71	-0.184	0.0726	-1.84	0.0374	155	1	1	1
PROK2	0	3.39	3.28	3.46	-0.178	0.073	-1.84	0.0524	161	1	1	1
C19orf59	0	3.47	3.37	3.52	-0.148	0.0731	-1.84	0.088	171	1	1	1
FPR2	0	3.46	3.34	3.52	-0.178	0.0741	-1.83	0.0553	162	1	1	1
SH2D1B	0	3.24	3.14	3.29	-0.146	0.0751	-1.84	0.0722	167	2	2	1
AZU1	0	3.63	3.48	3.71	-0.234	0.0761	-1.82	0.0757	168	1	1	1
HMBS	0	4.01	3.99	4.02	-0.0334	0.08	-1.79	0.213	191	1	1	1
TMEM40	0	3.08	2.94	3.15	-0.207	0.0817	-1.8	0.0924	172	1	1	1
LDHD	0	3.79	3.74	3.83	-0.0924	0.0823	-1.81	0.0584	163	1	1	1
RNF144B	0	3.94	3.91	3.96	-0.0435	0.0823	-1.79	0.134	180	1	1	1
PSTPIP2	0	3.86	3.83	3.88	-0.0525	0.0834	-1.79	0.0524	161	1	1	1
TSPAN5	0	3.94	3.91	3.95	-0.0397	0.0839	-1.77	0.14	181	1	1	1
MYL4	0	3.6	3.53	3.64	-0.119	0.0851	-1.77	0.09	172	2	1	1
CLC	0	3.5	3.35	3.6	-0.25	0.0853	-1.77	0.0757	168	1	1	1
PF4	0	3.43	3.31	3.5	-0.187	0.0861	-1.76	0.0464	158	2	1	1
ICAM3	0	3.98	3.95	4	-0.0479	0.0882	-1.75	0.167	185	1	1	1
SIGLEC5	0	3.52	3.45	3.57	-0.12	0.0903	-1.73	0.0333	153	1	1	1
HEMGN	0	3.39	3.19	3.5	-0.311	0.0905	-1.75	0.0616	164	1	1	1
LINS	0	3.86	3.85	3.87	-0.0221	0.0911	-1.74	0.0757	168	1	1	1
NUP214	0	4	3.99	4.01	-0.0183	0.0933	-1.73	0.0553	162	1	1	1
HBG2	0	3.48	3.34	3.57	-0.226	0.0941	-1.73	0.097	173	1	1	1
BPGM	0	4.02	4	4.03	-0.0284	0.0958	-1.71	0.199	190	2	1	1
TRIM25	0	4.06	4.05	4.06	-0.0145	0.0988	-1.69	0.0704	166	2	1	1
HCAR2	0	3.46	3.4	3.5	-0.099	0.0996	-1.69	0.0616	164	1	1	1
EAF2	0	3.79	3.76	3.81	-0.0463	0.1	-1.68	0.205	190	1	1	1
SLC24A4	0	3.33	3.24	3.38	-0.136	0.101	-1.7	0.158	184	2	1	2
CDK17	0	3.98	3.96	3.99	-0.0225	0.102	-1.68	0.211	191	2	1	2
KDM1B	0	3.91	3.89	3.92	-0.0221	0.102	-1.68	0.123	178	1	1	1
HBA1	0	4.07	3.98	4.12	-0.143	0.103	-1.67	0.088	171	1	1	1
BST1	0	3.72	3.67	3.75	-0.0782	0.104	-1.67	0.14	181	1	1	1
CLK3	0	4.03	4.01	4.03	-0.0196	0.104	-1.67	0.176	186	2	1	1
HBD	0	3.76	3.61	3.84	-0.232	0.105	-1.67	0.0649	165	1	1	1
ICAM4	0	3.3	3.2	3.35	-0.145	0.105	-1.68	0.112	176	1	1	1
LPPR3	0	3.74	3.69	3.76	-0.069	0.105	-1.67	0.14	181	1	1	1
CLEC12B	0	3.07	2.94	3.15	-0.212	0.106	-1.66	0.0687	166	2	1	2
ADH1B	0	3.4	3.24	3.5	-0.267	0.106	-1.66	0.102	174	1	1	1
TUBB1	0	3.66	3.62	3.69	-0.07	0.107	-1.64	0.16	184	1	1	1
MPO	0	3.62	3.46	3.71	-0.249	0.109	-1.65	0.102	174	1	1	1
LOC644248	0	2.64	2.56	2.69	-0.127	0.11	-1.63	0.162	184	2	2	1
PRRT4	0	3.5	3.43	3.54	-0.111	0.112	-1.62	0.222	192	1	1	1
FCGR3B	0	3.74	3.65	3.78	-0.132	0.114	-1.61	0.0469	159	1	1	1
SLFN14	0	3.18	3.07	3.25	-0.181	0.115	-1.62	0.128	179	1	1	1
GYPA	0	3.34	3.17	3.43	-0.261	0.116	-1.61	0.072	167	1	1	1
RHCE	0	3.68	3.64	3.71	-0.0714	0.117	-1.61	0.158	184	2	1	2
RHAG	0	3.4	3.26	3.49	-0.228	0.118	-1.6	0.0503	160	2	2	1
YPEL4	0	3.61	3.56	3.64	-0.0793	0.118	-1.6	0.28	198	2	1	1
LOC200772	0	3.22	3.11	3.28	-0.166	0.119	-1.61	0.128	179	1	1	1
BTNL8	0	3.06	2.95	3.12	-0.175	0.122	-1.58	0.114	176	2	1	1
NLRP12	0	3.45	3.37	3.5	-0.125	0.125	-1.57	0.088	171	1	1	1
CLEC4G	0	3.18	3.07	3.25	-0.18	0.126	-1.57	0.112	176	1	1	1
PTK2B	0	4	3.98	4.02	-0.0322	0.127	-1.56	0.379	207	1	1	1
BTBD11	0	3.64	3.59	3.67	-0.081	0.128	-1.57	0.0796	169	1	1	1
MS4A3	0	3.3	3.12	3.4	-0.282	0.13	-1.55	0.0837	170	1	1	1
SLC25A39	0	4.23	4.21	4.24	-0.0255	0.13	-1.55	0.23	193	1	1	1
PRSS57	0	3.06	2.87	3.17	-0.296	0.132	-1.54	0.16	184	1	1	1
LOC643723	0	3.24	3.17	3.28	-0.106	0.133	-1.55	0.223	192	2	1	1
SPTB	0	3.73	3.67	3.76	-0.0903	0.133	-1.54	0.153	183	1	1	1
SLC26A8	0	3.28	3.22	3.32	-0.102	0.136	-1.53	0.142	182	2	1	1
BEX1	0	3.22	3.08	3.3	-0.222	0.136	-1.53	0.0797	169	2	2	1
DPPA4	0	2.84	2.71	2.92	-0.208	0.137	-1.52	0.197	189	1	1	1
PKLR	0	3.18	3.11	3.23	-0.118	0.138	-1.51	0.369	206	2	1	1
C19orf35	0	3.53	3.49	3.55	-0.0582	0.138	-1.51	0.181	187	1	1	1
KIAA0748	0	3.53	3.47	3.57	-0.0936	0.138	-1.53	0.147	182	1	1	1
CASC3	0	4.13	4.13	4.14	-0.0129	0.141	-1.5	0.153	183	1	1	1
FKBP8	0	4.26	4.25	4.27	-0.0245	0.141	-1.5	0.205	190	1	1	1
RBM38	0	3.95	3.92	3.96	-0.0467	0.142	-1.5	0.153	183	1	1	1
ADIPOQ	0	3.1	2.89	3.23	-0.346	0.144	-1.5	0.174	186	1	1	1
C9orf139	0	3.52	3.49	3.54	-0.0469	0.145	-1.49	0.258	196	1	1	1
TMC8	0	3.82	3.79	3.84	-0.051	0.145	-1.49	0.195	189	2	1	2
ACSM2A	0	2.53	2.41	2.59	-0.18	0.147	-1.48	0.0878	171	2	1	1
ZNF594	1	3.78	3.81	3.77	0.038	0.148	1.48	0.088	322	1	1	1
HBA2	0	4.12	4.06	4.16	-0.108	0.149	-1.47	0.174	186	1	1	1
CLEC9A	0	3.2	3.11	3.25	-0.133	0.15	-1.49	0.16	184	1	1	1
CEBPE	1	3.31	3.2	3.37	-0.17	0.151	-1.46	0.181	187	1	1	1
LOC643802	0	3.33	3.25	3.37	-0.117	0.152	-1.46	0.088	171	1	1	1
PADI2	0	3.71	3.65	3.75	-0.0945	0.152	-1.46	0.0524	161	1	1	1
WNT5A	0	3.88	3.83	3.91	-0.0793	0.153	-1.46	0.072	167	1	1	1
NKG7	0	3.75	3.71	3.78	-0.0744	0.157	-1.44	0.16	184	1	1	1
TSGA10IP	0	3.07	3	3.11	-0.111	0.158	-1.44	0.142	182	2	1	2
HBB	0	4.41	4.36	4.44	-0.0763	0.159	-1.44	0.101	174	7	1	6
CR1L	0	3.2	3.11	3.26	-0.142	0.159	-1.44	0.139	181	2	1	1
HBQ1	0	3.61	3.55	3.64	-0.0914	0.16	-1.43	0.0924	172	1	1	1
AGAP2	0	3.56	3.52	3.58	-0.0618	0.16	-1.44	0.134	180	1	1	1
CEACAM8	0	3.33	3.18	3.42	-0.236	0.162	-1.43	0.181	187	1	1	1
SLC1A5	0	4.07	4.05	4.09	-0.0464	0.164	-1.44	0.309	201	1	1	1
AHSP	0	3.55	3.41	3.63	-0.218	0.169	-1.4	0.117	177	1	1	1
FBXO4	0	3.9	3.89	3.9	-0.0164	0.169	-1.41	0.16	184	1	1	1
PRG3	0	3.18	3.01	3.28	-0.271	0.172	-1.39	0.265	197	2	1	2
CA1	0	3.71	3.6	3.78	-0.183	0.173	-1.39	0.088	171	1	1	1
CEACAM6	0	3.47	3.35	3.54	-0.196	0.174	-1.38	0.0837	170	1	1	1
LTA4H	0	4.16	4.15	4.16	-0.0154	0.175	-1.38	0.309	201	1	1	1
ORMDL3	0	4.15	4.14	4.15	-0.0154	0.175	-1.39	0.0683	166	1	1	1
RNF182	0	3.28	3.2	3.32	-0.119	0.178	-1.38	0.123	178	1	1	1
EDN3	0	2.92	2.8	3	-0.194	0.182	-1.36	0.139	181	2	1	1
GPR182	0	3.33	3.27	3.36	-0.0882	0.182	-1.36	0.181	187	1	1	1
KRT1	0	3.39	3.29	3.44	-0.153	0.186	-1.35	0.167	185	1	1	1
FCRL3	0	3.22	3.13	3.26	-0.13	0.189	-1.34	0.147	182	1	1	1
NBEAL2	0	4.04	4.03	4.05	-0.0221	0.189	-1.34	0.128	179	1	1	1
PRG2	0	3.69	3.59	3.75	-0.154	0.19	-1.34	0.239	194	1	1	1
ALAS2	0	3.78	3.69	3.83	-0.146	0.191	-1.33	0.205	190	1	1	1
MARK3	0	4.11	4.1	4.11	-0.011	0.191	-1.34	0.211	191	2	1	2
C9orf79	0	2.2	2.07	2.28	-0.211	0.192	-1.33	0.169	186	2	1	2
IFIT1B	0	3.26	3.13	3.34	-0.211	0.196	-1.32	0.147	182	1	1	1
TMCC2	0	3.72	3.68	3.74	-0.0656	0.199	-1.31	0.366	206	1	1	1
TRIM58	0	3.74	3.69	3.77	-0.0814	0.199	-1.31	0.112	176	1	1	1
GYPB	0	3.17	3.04	3.24	-0.199	0.2	-1.3	0.136	180	2	1	1
UGT3A2	0	3.03	2.94	3.07	-0.135	0.2	-1.3	0.14	181	1	1	1
CMTM5	0	3.13	3.03	3.18	-0.146	0.202	-1.3	0.0683	166	1	1	1
CTSW	0	3.72	3.69	3.74	-0.0507	0.204	-1.29	0.174	186	1	1	1
R3HDM4	0	4.09	4.08	4.1	-0.0195	0.204	-1.29	0.417	210	1	1	1
C17orf99	0	3.12	3.03	3.17	-0.141	0.205	-1.29	0.222	192	1	1	1
ARHGEF3	0	3.98	3.97	3.99	-0.0225	0.206	-1.29	0.249	195	1	1	1
ST6GALNAC5	0	3.58	3.5	3.63	-0.124	0.208	-1.29	0.249	195	1	1	1
TMEM86B	0	3.84	3.83	3.85	-0.0208	0.21	-1.27	0.339	204	2	2	1
BCL2L1	0	4.16	4.15	4.16	-0.0173	0.211	-1.27	0.29	200	2	1	1
ACAP1	0	3.91	3.88	3.92	-0.0394	0.214	-1.26	0.174	186	1	1	1
GCNT2	0	3.73	3.7	3.75	-0.0478	0.214	-1.26	0.23	193	1	1	1
FLOT2	0	4.14	4.13	4.15	-0.0163	0.221	-1.25	0.16	184	1	1	1
S100P	0	3.82	3.77	3.85	-0.0787	0.225	-1.23	0.213	191	1	1	1
HLA-DQA2	0	3.68	3.63	3.71	-0.0793	0.225	-1.24	0.32	202	1	1	1
KLRC1	0	3.18	3.12	3.22	-0.1	0.228	-1.22	0.145	182	2	1	2
GRAP2	0	3.59	3.55	3.62	-0.0636	0.234	-1.21	0.258	196	1	1	1
OR6N1	0	2.59	2.53	2.63	-0.101	0.234	-1.21	0.172	186	2	1	1
VNN3	0	3.31	3.23	3.36	-0.122	0.235	-1.2	0.112	176	1	1	1
KLK11	0	3.59	3.44	3.68	-0.236	0.238	-1.21	0.299	200	1	1	1
CIDEC	0	3.16	3.05	3.23	-0.186	0.239	-1.2	0.309	201	1	1	1
SEPX1	0	4	3.98	4.01	-0.026	0.24	-1.19	0.309	201	1	1	1
SMA5	0	3.77	3.8	3.76	0.0376	0.24	1.19	0.379	286	1	1	1
CEACAM1	0	3.75	3.7	3.78	-0.0731	0.241	-1.19	0.213	191	1	1	1
C1orf200	0	3.05	2.99	3.09	-0.106	0.241	-1.2	0.278	198	1	1	1
MATK	0	3.83	3.86	3.81	0.048	0.242	1.19	0.213	302	1	1	1
LBP	0	3.34	3.23	3.41	-0.184	0.242	-1.2	0.211	191	2	1	2
ALOX5	0	3.94	3.92	3.96	-0.0379	0.245	-1.18	0.513	217	1	1	1
B3GNT6	0	3.41	3.26	3.5	-0.235	0.245	-1.19	0.299	200	1	1	1
SLC17A8	0	2.47	2.55	2.43	0.121	0.245	1.18	0.176	306	2	1	2
ATP2A3	0	3.93	3.91	3.95	-0.041	0.246	-1.18	0.331	203	1	1	1
GRIA1	0	3.03	2.94	3.09	-0.151	0.246	-1.18	0.23	193	1	1	1
DCAF12	0	4.07	4.06	4.08	-0.0174	0.249	-1.17	0.213	191	1	1	1
SEC14L3	0	2.94	2.84	3	-0.156	0.25	-1.17	0.133	180	2	2	1
USP10	0	4.07	4.06	4.07	-0.0124	0.254	-1.16	0.43	211	1	1	1
VPREB1	0	2.75	2.65	2.8	-0.152	0.255	-1.15	0.381	208	2	1	1
HBG1	0	3.31	3.21	3.37	-0.16	0.255	-1.16	0.309	201	1	1	1
PRPF40A	0	4.06	4.06	4.07	-0.0104	0.255	-1.16	0.223	192	2	1	1
PRTN3	0	3.46	3.34	3.53	-0.193	0.261	-1.14	0.222	192	1	1	1
TRIM10	0	3.16	3.03	3.23	-0.199	0.261	-1.14	0.191	188	2	1	1
NHLRC4	0	3.57	3.54	3.58	-0.0398	0.263	-1.15	0.0545	162	2	2	1
BLOC1S3	0	3.91	3.92	3.9	0.0136	0.266	1.13	0.669	266	1	1	1
LOC283392	0	2.93	2.81	3.01	-0.202	0.267	-1.13	0.43	211	1	1	1
IDI1	0	4.1	4.09	4.11	-0.0142	0.273	-1.11	0.366	206	1	1	1
SEPT6	0	3.88	3.87	3.89	-0.025	0.276	-1.11	0.355	205	1	1	1
